model,game,run,source_file,round,outcome,value_pct,n_observations
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,6,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,7,contribution,47.91666666666667,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,8,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,9,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,10,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,11,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,12,contribution,41.66666666666667,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,13,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,14,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,15,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,16,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,17,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,18,contribution,45.83333333333333,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,19,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,20,contribution,51.041666666666664,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,21,contribution,47.91666666666667,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,22,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,23,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,24,contribution,47.91666666666667,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,25,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,26,contribution,50.0,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,27,contribution,46.875,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,28,contribution,49.375,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,29,contribution,35.41666666666667,24
Llama 3 70B,PGG,game_logs2,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs2.json,30,contribution,5.208333333333334,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,1,contribution,51.041666666666664,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,2,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,3,contribution,49.375,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,4,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,5,contribution,47.91666666666667,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,6,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,7,contribution,47.91666666666667,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,8,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,9,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,10,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,11,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,12,contribution,41.66666666666667,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,13,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,14,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,15,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,16,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,17,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,18,contribution,45.83333333333333,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,19,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,20,contribution,51.041666666666664,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,21,contribution,47.91666666666667,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,22,contribution,48.95833333333333,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,23,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,24,contribution,47.91666666666667,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,25,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,26,contribution,50.0,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,27,contribution,46.875,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,28,contribution,49.375,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,29,contribution,35.41666666666667,24
Llama 3 70B,PGG,game_logs3,RQ1_old_result/result_public_goods_group/llama3-70b-three/game_logs3.json,30,contribution,5.208333333333334,24
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,1,sender,50.0,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,1,receiver,43.888888888888886,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,2,sender,46.666666666666664,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,2,receiver,31.111111111111118,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,3,sender,50.0,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,3,receiver,38.88888888888889,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,4,sender,50.0,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,4,receiver,39.444444444444436,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,5,sender,50.0,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,5,receiver,30.555555555555557,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,6,sender,45.83333333333333,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,6,receiver,32.22222222222222,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,7,sender,49.16666666666667,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,7,receiver,34.09722222222222,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,8,sender,46.666666666666664,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,8,receiver,35.555555555555564,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,9,sender,46.666666666666664,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,9,receiver,37.22222222222222,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,10,sender,52.5,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,10,receiver,40.00000000000001,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,11,sender,54.99999999999999,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,11,receiver,34.44444444444445,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,12,sender,52.5,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,12,receiver,37.361111111111114,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,13,sender,55.833333333333336,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,13,receiver,36.94444444444444,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,14,sender,57.49999999999999,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,14,receiver,40.416666666666664,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,15,sender,57.49999999999999,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,15,receiver,39.27469135802469,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,16,sender,45.83333333333333,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,16,receiver,36.969696969696976,11
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,17,sender,53.333333333333336,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,17,receiver,28.472222222222225,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,18,sender,57.50000000000001,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,18,receiver,35.41666666666666,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,19,sender,55.00000000000001,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,19,receiver,39.39393939393939,11
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,20,sender,57.49999999999999,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,20,receiver,35.97222222222222,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,21,sender,60.83333333333333,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,21,receiver,43.842592592592595,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,22,sender,56.666666666666664,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,22,receiver,36.172839506172835,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,23,sender,62.5,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,23,receiver,34.305555555555564,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,24,sender,56.66666666666668,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,24,receiver,36.481481481481474,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,25,sender,55.83333333333332,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,25,receiver,40.80246913580246,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,26,sender,61.66666666666667,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,26,receiver,32.25308641975309,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,27,sender,62.5,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,27,receiver,33.101851851851855,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,28,sender,55.83333333333332,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,28,receiver,36.48148148148149,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,29,sender,54.166666666666664,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,29,receiver,32.950937950937956,11
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,30,sender,60.83333333333333,12
Llama 3 70B,TG,game_log1,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log1.json,30,receiver,34.135802469135804,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,1,sender,50.0,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,1,receiver,47.77777777777777,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,2,sender,50.0,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,2,receiver,40.55555555555555,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,3,sender,43.33333333333333,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,3,receiver,33.88888888888889,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,4,sender,50.0,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,4,receiver,30.555555555555557,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,5,sender,56.666666666666664,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,5,receiver,34.513888888888886,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,6,sender,50.0,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,6,receiver,31.66666666666667,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,7,sender,49.166666666666664,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,7,receiver,37.361111111111114,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,8,sender,57.49999999999999,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,8,receiver,38.05555555555556,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,9,sender,52.5,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,9,receiver,33.88888888888889,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,10,sender,45.83333333333333,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,10,receiver,38.484848484848484,11
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,11,sender,54.99999999999999,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,11,receiver,38.33333333333333,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,12,sender,57.49999999999999,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,12,receiver,43.47222222222222,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,13,sender,48.333333333333336,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,13,receiver,39.54545454545455,11
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,14,sender,60.0,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,14,receiver,37.361111111111114,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,15,sender,62.499999999999986,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,15,receiver,37.638888888888886,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,16,sender,60.0,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,16,receiver,28.888888888888893,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,17,sender,46.66666666666667,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,17,receiver,29.75308641975309,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,18,sender,48.333333333333336,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,18,receiver,33.333333333333336,11
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,19,sender,50.83333333333333,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,19,receiver,35.757575757575765,11
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,20,sender,58.333333333333336,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,20,receiver,33.217592592592595,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,21,sender,46.66666666666667,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,21,receiver,37.57575757575758,11
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,22,sender,64.16666666666666,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,22,receiver,29.44444444444445,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,23,sender,66.66666666666666,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,23,receiver,38.74999999999999,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,24,sender,51.66666666666667,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,24,receiver,37.71604938271605,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,25,sender,53.333333333333336,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,25,receiver,32.22222222222222,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,26,sender,48.333333333333336,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,26,receiver,32.916666666666664,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,27,sender,64.16666666666667,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,27,receiver,36.06060606060606,11
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,28,sender,58.333333333333336,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,28,receiver,35.8641975308642,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,29,sender,53.333333333333336,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,29,receiver,46.3973063973064,11
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,30,sender,56.66666666666668,12
Llama 3 70B,TG,game_log2,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log2.json,30,receiver,36.0942760942761,11
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,1,sender,54.166666666666664,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,1,receiver,41.11111111111111,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,2,sender,52.5,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,2,receiver,40.763888888888886,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,3,sender,50.0,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,3,receiver,37.777777777777786,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,4,sender,46.666666666666664,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,4,receiver,42.22222222222222,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,5,sender,52.5,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,5,receiver,36.064814814814824,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,6,sender,49.16666666666667,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,6,receiver,36.111111111111114,12
Llama 3 70B,TG,game_log3,RQ1_old_result/result_trust_game_population/30lun_3ci_012402_llama3-70b/data/game_log3.json,7,sender,49.16666666666667,12
