model,game,outcome,round,mean_pct,sd_pct,ci95_lower_pct,ci95_upper_pct,n_runs,n_runs_total,n_observations,value_origin,n_estimated_runs
Qwen 2.5 7B,PGG,contribution,27,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,28,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,29,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,PGG,contribution,30,0.0,0.0,0.0,0.0,3,3,72,observed,0
Qwen 2.5 7B,TG,sender,1,48.333333333333336,1.6666666666666679,44.193103813800754,52.47356285286592,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,1,57.40740740740741,6.990587440065512,40.041825520467675,74.77298929434716,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,2,50.0,1.6666666666666679,45.85977048046742,54.14022951953258,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,2,38.888888888888886,2.777777777777782,31.988506356334582,45.78927142144319,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,3,46.666666666666664,0.8333333333333357,44.59655190690037,48.736781426432955,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,3,29.62962962962963,8.486251286955259,8.548612776575542,50.710646482683714,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,4,46.388888888888886,0.962250448649379,43.99852626127991,48.77925151649786,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,4,32.87037037037037,11.647912616119557,3.9353513778539018,61.80538936288683,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,5,42.77777777777777,3.154949081000157,34.94044978711036,50.61510576844518,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,5,48.14814814814815,6.415002990995844,32.212397297421695,64.08389899887462,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,6,46.388888888888886,1.7347216662217821,42.07960137849039,50.698176399287384,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,6,23.14814814814815,9.755234956345127,-1.0851988935935601,47.38149518988986,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,7,42.77777777777778,3.367876570272816,34.41150858114639,51.144046974409164,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,7,29.62962962962963,5.78240555407259,15.265337928301355,43.9939213309579,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,8,45.27777777777778,3.1549490810001486,37.44044978711039,53.11510576844517,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,8,30.555555555555554,7.349309197401639,12.298859423202835,48.81225168790827,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,9,37.77777777777777,6.309898162000307,22.103121796442963,53.45243375911258,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,9,43.51851851851851,4.46465313008933,32.427705308316895,54.60933172872013,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,10,44.166666666666664,0.8333333333333321,42.09655190690038,46.23678142643295,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,10,37.962962962962955,4.0093768693724,28.003118681258925,47.922807244666984,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,11,40.00000000000001,5.833333333333333,25.50919668163599,54.49080331836402,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,11,38.425925925925924,2.8912027770363,31.243780075261775,45.60807177659007,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,12,42.22222222222222,6.364688465216445,26.411459582431654,58.03298486201279,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,12,34.25925925925925,6.262846878920684,18.701485144607325,49.81703337391118,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,13,45.55555555555555,0.9622504486493749,43.165192927946585,47.945918183164515,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,13,23.84259259259259,8.284967670450593,3.261591962049039,44.423593223136145,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,14,43.055555555555564,6.2546279162209455,27.518198476097275,58.59291263501385,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,14,35.18518518518518,16.037507477489605,-4.654191941630948,75.02456231200131,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,15,43.61111111111111,5.422005915539764,30.142101743152317,57.0801204790699,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,15,40.97222222222222,3.182344232608223,33.06684090232694,48.877603542117505,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,16,46.111111111111114,3.3678765702728195,37.74484191447972,54.47738030774251,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,16,25.324074074074073,7.690900373796994,6.2188184184470074,44.42932972970114,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,17,46.944444444444436,2.678791878053602,40.28995651832346,53.598932370565414,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,17,40.20061728395061,4.72320553790213,28.46752428704533,51.9337102808559,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,18,47.77777777777778,4.194352464039307,37.35842864561394,58.197126909941616,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,18,37.73148148148149,16.172257846952387,-2.442634119785282,77.90559708274826,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,19,49.166666666666664,4.330127018922195,38.410034842426306,59.92329849090702,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,19,31.018518518518515,4.46465313008933,19.927705308316902,42.10933172872013,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,20,51.111111111111114,5.548606765399497,37.32760779768002,64.89461442454221,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,20,27.314814814814813,5.61312761712136,13.371032820429171,41.258596809200455,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,21,49.166666666666664,2.204792759220497,43.68965782696083,54.643675506372496,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,21,42.74691358024692,8.086405027787931,22.65916989848038,62.83465726201346,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,22,45.555555555555564,6.7871065127059005,28.695448313885503,62.41566279722562,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,22,42.592592592592595,0.40093768693724124,41.596608164422186,43.588577020763005,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,23,47.77777777777777,9.730155493409445,23.606731575704263,71.94882397985128,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,23,50.231481481481474,4.5183382629498,39.007307008182494,61.455655954780454,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,24,51.94444444444445,6.735753140545637,35.21190605118167,68.67698283770723,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,24,33.245149911816576,5.518260800044607,19.537030155322093,46.95326966831106,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,25,43.88888888888889,5.357583756107204,30.579913036646932,57.19786474113086,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,25,44.53703703703704,11.716439244056655,15.431788463805052,73.64228561026903,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,26,49.44444444444445,5.5486067653995,35.660941131013345,63.227947757875555,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,26,42.824074074074076,3.8247017689486875,33.322988173748186,52.325159974399966,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,27,51.38888888888889,8.09377904685192,31.282827128278562,71.49495064949923,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,27,40.586419753086425,13.624673053719823,6.740855610491906,74.43198389568094,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,28,50.555555555555564,7.920320794101809,30.880387982010763,70.23072312910037,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,28,40.74074074074074,13.710271199037823,6.682539017308528,74.79894246417295,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,29,46.388888888888886,2.545875386086578,40.06458383297266,52.71319394480511,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,29,43.25617283950617,6.909841774716931,26.09117430491673,60.42117137409561,3,3,36,observed,0
Qwen 2.5 7B,TG,sender,30,43.333333333333336,5.068968775248512,30.741316839209667,55.925349827457005,3,3,36,observed,0
Qwen 2.5 7B,TG,receiver,30,38.19444444444444,10.229805460177943,12.782198917261894,63.60668997162699,3,3,36,observed,0
GLM-5.1,PD,cooperation,1,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,2,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,3,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,4,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,5,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,6,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,7,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,8,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,9,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PD,cooperation,10,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,1,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,2,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,3,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,4,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,5,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,6,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,7,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,8,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,9,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,10,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,11,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,12,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,13,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,14,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,15,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,16,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,17,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,18,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,19,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,20,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,21,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,22,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,23,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,24,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,25,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,26,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,27,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,28,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,29,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,PGG,contribution,30,0.0,0.0,0.0,0.0,3,3,72,observed,0
GLM-5.1,TG,sender,1,50.0,0.0,50.0,50.0,3,3,36,observed,0
GLM-5.1,TG,receiver,1,12.222222222222221,7.698003589195011,-6.900678798649523,31.345123243093965,3,3,36,observed,0
GLM-5.1,TG,sender,2,48.61111111111111,2.4056261216234436,42.63520454208868,54.587017680133535,3,3,36,observed,0
GLM-5.1,TG,receiver,2,7.609427609427609,5.593382090034178,-6.285303776482985,21.5041589953382,3,3,35,observed,0
GLM-5.1,TG,sender,3,47.5,4.330127018922194,36.74336817575964,58.25663182424036,3,3,36,observed,0
GLM-5.1,TG,receiver,3,13.804713804713806,5.2216783935553925,0.8333455888117207,26.776082020615892,3,3,35,observed,0
GLM-5.1,TG,sender,4,47.22222222222222,2.4056261216234436,41.246315653199794,53.19812879124465,3,3,36,observed,0
GLM-5.1,TG,receiver,4,9.703703703703704,4.333808141128911,-1.062072535031806,20.469479942439214,3,3,33,observed,0
GLM-5.1,TG,sender,5,33.888888888888886,0.4811252243246895,32.693707575084396,35.084070202693376,3,3,36,observed,0
GLM-5.1,TG,receiver,5,4.074074074074074,0.6415002990995842,2.480498989001429,5.66764915914672,3,3,26,observed,0
GLM-5.1,TG,sender,6,41.11111111111111,5.548606765399493,27.327607797680024,54.89461442454219,3,3,36,observed,0
GLM-5.1,TG,receiver,6,10.444444444444445,5.1484245036623815,-2.3449510210442615,23.233839909933153,3,3,32,observed,0
GLM-5.1,TG,sender,7,42.22222222222222,3.3678765702728186,33.85595302559083,50.588491418853614,3,3,36,observed,0
GLM-5.1,TG,receiver,7,6.808080808080809,1.9510382753818285,1.9614330511965443,11.654728564965072,3,3,32,observed,0
GLM-5.1,TG,sender,8,35.55555555555555,11.912100912439756,5.964256453155141,65.14685465795596,3,3,36,observed,0
GLM-5.1,TG,receiver,8,15.55266955266955,3.69079376407997,6.384229577139164,24.72110952819994,3,3,28,observed,0
GLM-5.1,TG,sender,9,39.72222222222222,6.364688465216445,23.911459582431654,55.53298486201279,3,3,36,observed,0
GLM-5.1,TG,receiver,9,6.1604938271604945,0.9660444523204763,3.7607063719537446,8.560281282367244,3,3,31,observed,0
GLM-5.1,TG,sender,10,36.666666666666664,5.464532103585001,23.092016391249025,50.2413169420843,3,3,36,observed,0
GLM-5.1,TG,receiver,10,17.925925925925927,9.124049831207596,-4.739470343385218,40.59132219523707,3,3,28,observed,0
GLM-5.1,TG,sender,11,38.611111111111114,10.285282545318676,13.061052864594192,64.16116935762804,3,3,36,observed,0
GLM-5.1,TG,receiver,11,6.257575757575758,1.811033929411665,1.7587180763206067,10.756433438830909,3,3,29,observed,0
GLM-5.1,TG,sender,12,35.83333333333333,2.2047927592204903,30.356324493627515,41.31034217303914,3,3,36,observed,0
GLM-5.1,TG,receiver,12,11.358024691358024,8.552054224490107,-9.886455720368305,32.602505103084354,3,3,29,observed,0
GLM-5.1,TG,sender,13,40.27777777777778,6.364688465216446,24.46701513798721,56.088540417568346,3,3,36,observed,0
GLM-5.1,TG,receiver,13,17.934343434343436,8.760148690582495,-3.827072288203137,39.695759156890006,3,3,29,observed,0
GLM-5.1,TG,sender,14,32.22222222222222,12.369691154562396,1.4942059428500833,62.950238501594356,3,3,36,observed,0
GLM-5.1,TG,receiver,14,15.266955266955266,10.062801368895322,-9.73042909906067,40.2643396329712,3,3,24,observed,0
GLM-5.1,TG,sender,15,25.833333333333332,8.0363756341608,5.869869554970407,45.79679711169626,3,3,36,observed,0
GLM-5.1,TG,receiver,15,10.784832451499119,2.201390983525646,5.316274091083679,16.253390811914556,3,3,20,observed,0
GLM-5.1,TG,sender,16,29.722222222222218,10.715167512214395,3.1042705177383354,56.3401739267061,3,3,36,observed,0
GLM-5.1,TG,receiver,16,9.82716049382716,1.6251340910522798,5.790103611643126,13.864217376011194,3,3,23,observed,0
GLM-5.1,TG,sender,17,22.777777777777782,1.924500897298752,17.997052522559848,27.558503032995716,3,3,36,observed,0
GLM-5.1,TG,receiver,17,6.296296296296297,6.119522830317892,-8.905441144225108,21.498033736817703,3,3,18,observed,0
GLM-5.1,TG,sender,18,24.444444444444446,8.91056385130302,2.309376748737659,46.57951214015124,3,3,36,observed,0
GLM-5.1,TG,receiver,18,13.65079365079365,5.498573992282151,-0.00842136411474037,27.310008665702043,3,3,19,observed,0
GLM-5.1,TG,sender,19,25.277777777777782,0.4811252243246895,24.082596463973296,26.47295909158227,3,3,36,observed,0
GLM-5.1,TG,receiver,19,9.312169312169312,3.3080421232466852,1.0945371218554243,17.5298015024832,3,3,19,observed,0
GLM-5.1,TG,sender,20,26.944444444444446,2.6787918780535978,20.28995651832348,33.598932370565414,3,3,36,observed,0
GLM-5.1,TG,receiver,20,8.121693121693122,2.817553467422073,1.1225022984837816,15.120883944902463,3,3,21,observed,0
GLM-5.1,TG,sender,21,20.277777777777782,2.4056261216234414,14.301871208755362,26.253684346800203,3,3,36,observed,0
GLM-5.1,TG,receiver,21,2.6666666666666665,4.618802153517007,-8.80707394585638,14.140407279189713,3,3,17,observed,0
GLM-5.1,TG,sender,22,21.388888888888886,7.4690720331937515,2.8346853796825044,39.94309239809527,3,3,36,observed,0
GLM-5.1,TG,receiver,22,8.722222222222221,4.069989534976081,-1.388192267915759,18.832636712360202,3,3,17,observed,0
GLM-5.1,TG,sender,23,14.166666666666666,6.29152869605896,-1.4623570315790957,29.795690364912428,3,3,36,observed,0
GLM-5.1,TG,receiver,23,13.555555555555557,5.590998055737389,-0.33325356085235036,27.444364671963463,3,3,11,observed,0
GLM-5.1,TG,sender,24,18.333333333333332,2.886751345948131,11.162245450506424,25.50442121616024,3,3,36,observed,0
GLM-5.1,TG,receiver,24,2.2222222222222223,3.8490017945975055,-7.33922828821365,11.783672732658093,3,3,14,observed,0
GLM-5.1,TG,sender,25,26.944444444444446,13.85273071087965,-7.467646324747204,61.35653521363609,3,3,36,observed,0
GLM-5.1,TG,receiver,25,16.370370370370367,15.666798003126923,-22.5481133710897,55.28885411183043,3,3,20,observed,0
GLM-5.1,TG,sender,26,18.611111111111114,9.141379262169076,-4.097333851174085,41.31955607339631,3,3,36,observed,0
GLM-5.1,TG,receiver,26,2.0,1.763834207376394,-2.3816070717646545,6.3816070717646545,3,3,13,observed,0
GLM-5.1,TG,sender,27,13.611111111111112,4.589642122738419,2.2098080307200583,25.012414191502167,3,3,36,observed,0
GLM-5.1,TG,receiver,27,4.444444444444445,3.8490017945975055,-5.117006065991427,14.005894954880317,3,3,13,observed,0
GLM-5.1,TG,sender,28,15.833333333333336,4.409585518440985,4.879315653921701,26.78735101274497,3,3,36,observed,0
GLM-5.1,TG,receiver,28,7.111111111111112,6.710963942462889,-9.55984750035103,23.78206972257325,3,3,13,observed,0
GLM-5.1,TG,sender,29,14.444444444444445,2.097176232019651,9.23476987836253,19.654119010526358,3,3,36,observed,0
GLM-5.1,TG,receiver,29,8.74074074074074,6.0505415871591515,-6.289637792248744,23.771119273730225,3,3,11,observed,0
GLM-5.1,TG,sender,30,18.333333333333332,5.068968775248518,5.741316839209652,30.925349827457012,3,3,36,observed,0
GLM-5.1,TG,receiver,30,7.185185185185186,3.3431952878212616,-1.1197723069346912,15.490142677305062,3,3,14,observed,0
GPT-5.4,PD,cooperation,1,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,2,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,3,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,4,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,5,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,6,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,7,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,8,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,9,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PD,cooperation,10,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,1,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,2,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,3,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,4,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,5,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,6,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,7,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,8,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,9,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,10,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,11,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,12,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,13,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,14,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,15,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,16,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,17,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,18,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,19,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,20,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,21,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,22,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,23,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,24,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,25,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,26,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,27,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,28,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,29,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,PGG,contribution,30,0.0,0.0,0.0,0.0,3,3,72,observed,0
GPT-5.4,TG,sender,1,40.55555555555555,5.853140973807076,26.01554733051053,55.09556378060057,3,3,36,observed,0
GPT-5.4,TG,receiver,1,0.0,0.0,0.0,0.0,3,3,33,observed,0
GPT-5.4,TG,sender,2,28.61111111111111,4.738533919231107,16.8399403040869,40.38228191813532,3,3,36,observed,0
GPT-5.4,TG,receiver,2,0.0,0.0,0.0,0.0,3,3,25,observed,0
GPT-5.4,TG,sender,3,23.88888888888889,7.92032079410181,4.213721315344085,43.5640564624337,3,3,36,observed,0
GPT-5.4,TG,receiver,3,0.0,0.0,0.0,0.0,3,3,21,observed,0
GPT-5.4,TG,sender,4,25.833333333333332,4.4095855184409825,14.879315653921703,36.78735101274496,3,3,36,observed,0
GPT-5.4,TG,receiver,4,0.0,0.0,0.0,0.0,3,3,21,observed,0
GPT-5.4,TG,sender,5,10.555555555555557,4.276334532872405,-0.06744832548137225,21.178559436592487,3,3,36,observed,0
GPT-5.4,TG,receiver,5,0.0,0.0,0.0,0.0,3,3,9,observed,0
GPT-5.4,TG,sender,6,14.444444444444445,8.753306253660407,-7.299973722503905,36.18886261139279,3,3,36,observed,0
GPT-5.4,TG,receiver,6,0.0,0.0,0.0,0.0,3,3,15,observed,0
GPT-5.4,TG,sender,7,20.277777777777775,3.1549490810001526,12.440449787110373,28.115105768445176,3,3,36,observed,0
GPT-5.4,TG,receiver,7,0.0,0.0,0.0,0.0,3,3,18,observed,0
GPT-5.4,TG,sender,8,15.277777777777779,4.194352464039306,4.858428645613939,25.697126909941616,3,3,36,observed,0
GPT-5.4,TG,receiver,8,0.0,0.0,0.0,0.0,3,3,13,observed,0
GPT-5.4,TG,sender,9,6.9444444444444455,2.0971762320196534,1.734769878362525,12.154119010526365,3,3,36,observed,0
GPT-5.4,TG,receiver,9,0.0,0.0,0.0,0.0,3,3,7,observed,0
GPT-5.4,TG,sender,10,15.0,8.207381501496755,-5.388265902337476,35.38826590233748,3,3,36,observed,0
GPT-5.4,TG,receiver,10,0.0,0.0,0.0,0.0,3,3,13,observed,0
GPT-5.4,TG,sender,11,10.0,8.45740963757685,-11.00937022416499,31.00937022416499,3,3,36,observed,0
GPT-5.4,TG,receiver,11,0.0,0.0,0.0,0.0,3,3,9,observed,0
GPT-5.4,TG,sender,12,10.277777777777779,1.9245008972987518,5.497052522559844,15.058503032995713,3,3,36,observed,0
GPT-5.4,TG,receiver,12,0.0,0.0,0.0,0.0,3,3,10,observed,0
GPT-5.4,TG,sender,13,14.444444444444443,12.285191326386654,-16.07366262512251,44.962551514011395,3,3,36,observed,0
GPT-5.4,TG,receiver,13,0.0,0.0,0.0,0.0,3,3,13,observed,0
GPT-5.4,TG,sender,14,9.166666666666668,2.4999999999999996,2.9563223873678046,15.37701094596553,3,3,36,observed,0
GPT-5.4,TG,receiver,14,0.0,0.0,0.0,0.0,3,3,8,observed,0
GPT-5.4,TG,sender,15,9.722222222222221,5.357583756107196,-3.586753630019718,23.03119807446416,3,3,36,observed,0
GPT-5.4,TG,receiver,15,0.0,0.0,0.0,0.0,3,3,8,observed,0
GPT-5.4,TG,sender,16,9.722222222222223,3.9381796885438423,-0.060758457617470896,19.505202902061917,3,3,36,observed,0
GPT-5.4,TG,receiver,16,0.0,0.0,0.0,0.0,3,3,8,observed,0
GPT-5.4,TG,sender,17,3.055555555555556,3.3678765702728173,-5.310713641075832,11.421824752186943,3,3,36,observed,0
GPT-5.4,TG,receiver,17,0.0,0.0,0.0,0.0,2,3,3,observed,0
GPT-5.4,TG,sender,18,3.3333333333333335,3.3333333333333335,-4.947125705731819,11.613792372398487,3,3,36,observed,0
GPT-5.4,TG,receiver,18,0.0,0.0,0.0,0.0,2,3,3,observed,0
GPT-5.4,TG,sender,19,6.944444444444444,4.276334532872403,-3.6785594365924803,17.56744832548137,3,3,36,observed,0
GPT-5.4,TG,receiver,19,0.0,0.0,0.0,0.0,3,3,6,observed,0
GPT-5.4,TG,sender,20,5.833333333333333,8.036375634160796,-14.130130445029579,25.796797111696243,3,3,36,observed,0
GPT-5.4,TG,receiver,20,0.0,0.0,0.0,0.0,2,3,4,observed,0
GPT-5.4,TG,sender,21,4.166666666666667,0.8333333333333333,2.096551906900379,6.236781426432955,3,3,36,observed,0
GPT-5.4,TG,receiver,21,0.0,0.0,0.0,0.0,3,3,4,observed,0
GPT-5.4,TG,sender,22,2.777777777777778,0.48112522432468824,1.5825964639732941,3.972959091582262,3,3,36,observed,0
GPT-5.4,TG,receiver,22,0.0,0.0,0.0,0.0,3,3,3,observed,0
GPT-5.4,TG,sender,23,1.6666666666666667,1.4433756729740645,-1.9188772747467857,5.252210608080119,3,3,36,observed,0
GPT-5.4,TG,receiver,23,0.0,0.0,0.0,0.0,2,3,2,observed,0
GPT-5.4,TG,sender,24,1.9444444444444446,1.7347216662217773,-2.3648430659540383,6.2537319548429275,3,3,36,observed,0
GPT-5.4,TG,receiver,24,0.0,0.0,0.0,0.0,2,3,2,observed,0
GPT-5.4,TG,sender,25,1.9444444444444444,3.3678765702728164,-6.421824752186941,10.31071364107583,3,3,36,observed,0
GPT-5.4,TG,receiver,25,0.0,,,,1,3,2,observed,0
GPT-5.4,TG,sender,26,1.9444444444444446,1.7347216662217773,-2.3648430659540383,6.2537319548429275,3,3,36,observed,0
